disease,integration type,experiment,threshold,features,accuracy,test instances,train instances,total_instances
Adenocarcinoma,multi,GDS3257,40,90,76.5625,99,64,163
Adenocarcinoma,multi,GDS3510,40,10,50,161,2,163
Adenocarcinoma,multi,GDS3510,40,20,50,161,2,163
Adenocarcinoma,multi,GDS3510,40,30,50,161,2,163
Adenocarcinoma,multi,GDS3510,40,40,50,161,2,163
Adenocarcinoma,multi,GDS3510,40,50,50,161,2,163
Adenocarcinoma,multi,GDS3510,40,60,50,161,2,163
Adenocarcinoma,multi,GDS3510,40,70,50,161,2,163
Adenocarcinoma,multi,GDS3510,40,80,50,161,2,163
Adenocarcinoma,multi,GDS3510,40,90,50,161,2,163
Adenocarcinoma,multi,GDS3592,40,10,50,149,14,163
Adenocarcinoma,multi,GDS3592,40,20,50,149,14,163
Adenocarcinoma,multi,GDS3592,40,30,50,149,14,163
Adenocarcinoma,multi,GDS3592,40,40,50,149,14,163
Adenocarcinoma,multi,GDS3592,40,50,50,149,14,163
Adenocarcinoma,multi,GDS3592,40,60,50,149,14,163
Adenocarcinoma,multi,GDS3592,40,70,50,149,14,163
Adenocarcinoma,multi,GDS3592,40,80,50,149,14,163
Adenocarcinoma,multi,GDS3592,40,90,50,149,14,163
Adenocarcinoma,multi,GDS3610,40,10,75,147,16,163
Adenocarcinoma,multi,GDS3610,40,20,81.25,147,16,163
Adenocarcinoma,multi,GDS3610,40,30,87.5,147,16,163
Adenocarcinoma,multi,GDS3610,40,40,87.5,147,16,163
Adenocarcinoma,multi,GDS3610,40,50,87.5,147,16,163
Adenocarcinoma,multi,GDS3610,40,60,87.5,147,16,163
Adenocarcinoma,multi,GDS3610,40,70,87.5,147,16,163
Adenocarcinoma,multi,GDS3610,40,80,87.5,147,16,163
Adenocarcinoma,multi,GDS3610,40,90,87.5,147,16,163
Adenocarcinoma,multi,GDS3257,50,10,96.2264,110,53,163
Adenocarcinoma,multi,GDS3257,50,20,84.9057,110,53,163
Adenocarcinoma,multi,GDS3257,50,30,81.1321,110,53,163
Adenocarcinoma,multi,GDS3257,50,40,79.2453,110,53,163
Adenocarcinoma,multi,GDS3257,50,50,77.3585,110,53,163
Adenocarcinoma,multi,GDS3257,50,60,75.4717,110,53,163
Adenocarcinoma,multi,GDS3257,50,70,73.5849,110,53,163
Adenocarcinoma,multi,GDS3257,50,80,71.6981,110,53,163
Adenocarcinoma,multi,GDS3257,50,90,69.8113,110,53,163
Adenocarcinoma,multi,GDS3510,50,10,50,161,2,163
Adenocarcinoma,multi,GDS3510,50,20,50,161,2,163
Adenocarcinoma,multi,GDS3510,50,30,50,161,2,163
Adenocarcinoma,multi,GDS3510,50,40,50,161,2,163
Adenocarcinoma,multi,GDS3510,50,50,50,161,2,163
Adenocarcinoma,multi,GDS3510,50,60,50,161,2,163
Adenocarcinoma,multi,GDS3510,50,70,50,161,2,163
Adenocarcinoma,multi,GDS3510,50,80,50,161,2,163
Adenocarcinoma,multi,GDS3510,50,90,50,161,2,163
Adenocarcinoma,multi,GDS3592,50,10,50,151,12,163
Adenocarcinoma,multi,GDS3592,50,20,50,151,12,163
Adenocarcinoma,multi,GDS3592,50,30,50,151,12,163
Adenocarcinoma,multi,GDS3592,50,40,50,151,12,163
Adenocarcinoma,multi,GDS3592,50,50,50,151,12,163
Adenocarcinoma,multi,GDS3592,50,60,50,151,12,163
Adenocarcinoma,multi,GDS3592,50,70,50,151,12,163
Adenocarcinoma,multi,GDS3592,50,80,50,151,12,163
Adenocarcinoma,multi,GDS3592,50,90,50,151,12,163
Adenocarcinoma,multi,GDS3610,50,10,71.4286,149,14,163
Adenocarcinoma,multi,GDS3610,50,20,78.5714,149,14,163
Adenocarcinoma,multi,GDS3610,50,30,85.7143,149,14,163
Adenocarcinoma,multi,GDS3610,50,40,85.7143,149,14,163
Adenocarcinoma,multi,GDS3610,50,50,85.7143,149,14,163
Adenocarcinoma,multi,GDS3610,50,60,85.7143,149,14,163
Adenocarcinoma,multi,GDS3610,50,70,85.7143,149,14,163
Adenocarcinoma,multi,GDS3610,50,80,85.7143,149,14,163
Adenocarcinoma,multi,GDS3610,50,90,85.7143,149,14,163
Adenocarcinoma,multi,GDS3257,60,10,95.2381,121,42,163
Adenocarcinoma,multi,GDS3257,60,20,92.8571,121,42,163
Adenocarcinoma,multi,GDS3257,60,30,90.4762,121,42,163
Adenocarcinoma,multi,GDS3257,60,40,90.4762,121,42,163
Adenocarcinoma,multi,GDS3257,60,50,90.4762,121,42,163
Adenocarcinoma,multi,GDS3257,60,60,85.7143,121,42,163
Adenocarcinoma,multi,GDS3257,60,70,83.3333,121,42,163
Adenocarcinoma,multi,GDS3257,60,80,80.9524,121,42,163
Adenocarcinoma,multi,GDS3257,60,90,80.9524,121,42,163
Adenocarcinoma,multi,GDS3510,60,10,0,162,1,163
Adenocarcinoma,multi,GDS3510,60,20,0,162,1,163
Adenocarcinoma,multi,GDS3510,60,30,0,162,1,163
Adenocarcinoma,multi,GDS3510,60,40,0,162,1,163
Adenocarcinoma,multi,GDS3510,60,50,0,162,1,163
Adenocarcinoma,multi,GDS3510,60,60,0,162,1,163
Adenocarcinoma,multi,GDS3510,60,70,0,162,1,163
Adenocarcinoma,multi,GDS3510,60,80,0,162,1,163
Adenocarcinoma,multi,GDS3510,60,90,0,162,1,163
Adenocarcinoma,multi,GDS3592,60,10,55.5556,154,9,163
Adenocarcinoma,multi,GDS3592,60,20,55.5556,154,9,163
Adenocarcinoma,multi,GDS3592,60,30,55.5556,154,9,163
Adenocarcinoma,multi,GDS3592,60,40,55.5556,154,9,163
Adenocarcinoma,multi,GDS3592,60,50,55.5556,154,9,163
Adenocarcinoma,multi,GDS3592,60,60,55.5556,154,9,163
Adenocarcinoma,multi,GDS3592,60,70,55.5556,154,9,163
Adenocarcinoma,multi,GDS3592,60,80,55.5556,154,9,163
Adenocarcinoma,multi,GDS3592,60,90,55.5556,154,9,163
Adenocarcinoma,multi,GDS3610,60,10,81.8182,152,11,163
Adenocarcinoma,multi,GDS3610,60,20,81.8182,152,11,163
Adenocarcinoma,multi,GDS3610,60,30,81.8182,152,11,163
Adenocarcinoma,multi,GDS3610,60,40,81.8182,152,11,163
Adenocarcinoma,multi,GDS3610,60,50,81.8182,152,11,163
Adenocarcinoma,multi,GDS3610,60,60,81.8182,152,11,163
Adenocarcinoma,multi,GDS3610,60,70,81.8182,152,11,163
Adenocarcinoma,multi,GDS3610,60,80,81.8182,152,11,163
Adenocarcinoma,multi,GDS3610,60,90,81.8182,152,11,163
Adenocarcinoma,multi,GDS3257,70,10,96.875,131,32,163
Adenocarcinoma,multi,GDS3257,70,20,93.75,131,32,163
Adenocarcinoma,multi,GDS3257,70,30,93.75,131,32,163
Adenocarcinoma,multi,GDS3257,70,40,93.75,131,32,163
Adenocarcinoma,multi,GDS3257,70,50,93.75,131,32,163
Adenocarcinoma,multi,GDS3257,70,60,87.5,131,32,163
Adenocarcinoma,multi,GDS3257,70,70,84.375,131,32,163
Adenocarcinoma,multi,GDS3257,70,80,84.375,131,32,163
Adenocarcinoma,multi,GDS3257,70,90,81.25,131,32,163
Adenocarcinoma,multi,GDS3510,70,10,0,162,1,163
Adenocarcinoma,multi,GDS3510,70,20,0,162,1,163
Adenocarcinoma,multi,GDS3510,70,30,0,162,1,163
Adenocarcinoma,multi,GDS3510,70,40,0,162,1,163
Adenocarcinoma,multi,GDS3510,70,50,0,162,1,163
Adenocarcinoma,multi,GDS3510,70,60,0,162,1,163
Adenocarcinoma,multi,GDS3510,70,70,0,162,1,163
Adenocarcinoma,multi,GDS3510,70,80,0,162,1,163
Adenocarcinoma,multi,GDS3510,70,90,0,162,1,163
Adenocarcinoma,multi,GDS3592,70,10,71.4286,156,7,163
Adenocarcinoma,multi,GDS3592,70,20,71.4286,156,7,163
Adenocarcinoma,multi,GDS3592,70,30,71.4286,156,7,163
Adenocarcinoma,multi,GDS3592,70,40,71.4286,156,7,163
Adenocarcinoma,multi,GDS3592,70,50,71.4286,156,7,163
Adenocarcinoma,multi,GDS3592,70,60,71.4286,156,7,163
Adenocarcinoma,multi,GDS3592,70,70,71.4286,156,7,163
Adenocarcinoma,multi,GDS3592,70,80,71.4286,156,7,163
Adenocarcinoma,multi,GDS3592,70,90,71.4286,156,7,163
Adenocarcinoma,multi,GDS3610,70,10,75,155,8,163
Adenocarcinoma,multi,GDS3610,70,20,75,155,8,163
Adenocarcinoma,multi,GDS3610,70,30,75,155,8,163
Adenocarcinoma,multi,GDS3610,70,40,75,155,8,163
Adenocarcinoma,multi,GDS3610,70,50,75,155,8,163
Adenocarcinoma,multi,GDS3610,70,60,75,155,8,163
Adenocarcinoma,multi,GDS3610,70,70,75,155,8,163
Adenocarcinoma,multi,GDS3610,70,80,75,155,8,163
Adenocarcinoma,multi,GDS3610,70,90,75,155,8,163
Adenocarcinoma,multi,GDS3257,80,10,100,142,21,163
Adenocarcinoma,multi,GDS3257,80,20,100,142,21,163
Adenocarcinoma,multi,GDS3257,80,30,100,142,21,163
Adenocarcinoma,multi,GDS3257,80,40,100,142,21,163
Adenocarcinoma,multi,GDS3257,80,50,100,142,21,163
Adenocarcinoma,multi,GDS3257,80,60,100,142,21,163
Adenocarcinoma,multi,GDS3257,80,70,90.4762,142,21,163
Adenocarcinoma,multi,GDS3257,80,80,90.4762,142,21,163
Adenocarcinoma,multi,GDS3257,80,90,90.4762,142,21,163
Adenocarcinoma,multi,GDS3510,80,10,0,163,0,163
Adenocarcinoma,multi,GDS3510,80,20,0,163,0,163
Adenocarcinoma,multi,GDS3510,80,30,0,163,0,163
Adenocarcinoma,multi,GDS3510,80,40,0,163,0,163
Adenocarcinoma,multi,GDS3510,80,50,0,163,0,163
Adenocarcinoma,multi,GDS3510,80,60,0,163,0,163
Adenocarcinoma,multi,GDS3510,80,70,0,163,0,163
Adenocarcinoma,multi,GDS3510,80,80,0,163,0,163
Adenocarcinoma,multi,GDS3510,80,90,0,163,0,163
Adenocarcinoma,multi,GDS3592,80,10,75,159,4,163
Adenocarcinoma,multi,GDS3592,80,20,75,159,4,163
Adenocarcinoma,multi,GDS3592,80,30,75,159,4,163
Adenocarcinoma,multi,GDS3592,80,40,75,159,4,163
Adenocarcinoma,multi,GDS3592,80,50,75,159,4,163
Adenocarcinoma,multi,GDS3592,80,60,75,159,4,163
Adenocarcinoma,multi,GDS3592,80,70,75,159,4,163
Adenocarcinoma,multi,GDS3592,80,80,75,159,4,163
Adenocarcinoma,multi,GDS3592,80,90,75,159,4,163
Adenocarcinoma,multi,GDS3610,80,10,80,158,5,163
Adenocarcinoma,multi,GDS3610,80,20,80,158,5,163
Adenocarcinoma,multi,GDS3610,80,30,80,158,5,163
Adenocarcinoma,multi,GDS3610,80,40,80,158,5,163
Adenocarcinoma,multi,GDS3610,80,50,80,158,5,163
Adenocarcinoma,multi,GDS3610,80,60,80,158,5,163
Adenocarcinoma,multi,GDS3610,80,70,80,158,5,163
Adenocarcinoma,multi,GDS3610,80,80,80,158,5,163
Adenocarcinoma,multi,GDS3610,80,90,80,158,5,163
Adenocarcinoma,multi,GDS3257,90,10,100,153,10,163
Adenocarcinoma,multi,GDS3257,90,20,100,153,10,163
Adenocarcinoma,multi,GDS3257,90,30,100,153,10,163
Adenocarcinoma,multi,GDS3257,90,40,100,153,10,163
Adenocarcinoma,multi,GDS3257,90,50,100,153,10,163
Adenocarcinoma,multi,GDS3257,90,60,100,153,10,163
Adenocarcinoma,multi,GDS3257,90,70,100,153,10,163
Adenocarcinoma,multi,GDS3257,90,80,100,153,10,163
Adenocarcinoma,multi,GDS3257,90,90,100,153,10,163
Adenocarcinoma,multi,GDS3510,90,10,0,163,0,163
Adenocarcinoma,multi,GDS3510,90,20,0,163,0,163
Adenocarcinoma,multi,GDS3510,90,30,0,163,0,163
Adenocarcinoma,multi,GDS3510,90,40,0,163,0,163
Adenocarcinoma,multi,GDS3510,90,50,0,163,0,163
Adenocarcinoma,multi,GDS3510,90,60,0,163,0,163
Adenocarcinoma,multi,GDS3510,90,70,0,163,0,163
Adenocarcinoma,multi,GDS3510,90,80,0,163,0,163
Adenocarcinoma,multi,GDS3510,90,90,0,163,0,163
Adenocarcinoma,multi,GDS3592,90,10,100,161,2,163
Adenocarcinoma,multi,GDS3592,90,20,100,161,2,163
Adenocarcinoma,multi,GDS3592,90,30,100,161,2,163
Adenocarcinoma,multi,GDS3592,90,40,100,161,2,163
Adenocarcinoma,multi,GDS3592,90,50,100,161,2,163
Adenocarcinoma,multi,GDS3592,90,60,100,161,2,163
Adenocarcinoma,multi,GDS3592,90,70,100,161,2,163
Adenocarcinoma,multi,GDS3592,90,80,100,161,2,163
Adenocarcinoma,multi,GDS3592,90,90,100,161,2,163
Adenocarcinoma,multi,GDS3610,90,10,100,161,2,163
Adenocarcinoma,multi,GDS3610,90,20,100,161,2,163
Adenocarcinoma,multi,GDS3610,90,30,100,161,2,163
Adenocarcinoma,multi,GDS3610,90,40,100,161,2,163
Adenocarcinoma,multi,GDS3610,90,50,100,161,2,163
Adenocarcinoma,multi,GDS3610,90,60,100,161,2,163
Adenocarcinoma,multi,GDS3610,90,70,100,161,2,163
Adenocarcinoma,multi,GDS3610,90,80,100,161,2,163
Adenocarcinoma,multi,GDS3610,90,90,100,161,2,163
